timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector
1772027208,normal,sw-wk3,0.19390849411843303,0.3125467479351337,0.0,0.0,0,0,0,0,0,{}
1772027218,normal,k3s-wk1,0.23649099399599782,0.6003203006667885,4.136090727151434,4.0026684456304205,0,0,0,0,0,"{""process_exit"": 1}"
1772027218,normal,sw-wk2,0.16924974169249518,0.43625173066823686,0.0,0.0,0,0,0,0,0,{}
1772027218,normal,sw-wk3,0.19390849411843303,0.3125467479351337,0.0,0.0,0,0,0,0,0,{}
1772027228,normal,k3s-wk1,0.23649099399599782,0.6003203006667885,4.136090727151434,4.0026684456304205,105,6,0,4,0,"{""process_kprobe"": 4, ""process_exec"": 105, ""process_exit"": 104}"
1772027228,normal,sw-wk2,0.16924974169249518,0.43625173066823686,0.0,0.0,0,0,0,0,0,{}
1772027228,normal,sw-wk3,0.20059351138674875,0.315803189203813,1872.940203727785,805.5410417569716,0,0,0,0,0,{}
1772027238,normal,k3s-wk1,0.3212262579140285,0.5158051403388029,5.9980006664445185,6.597800733088971,0,0,0,0,0,{}
1772027238,normal,sw-wk2,0.16924974169249518,0.43625173066823686,0.0,0.0,0,0,0,0,0,{}
1772027238,normal,sw-wk3,0.20059351138674875,0.315803189203813,1983.5283918508885,973.5445094639504,0,0,0,0,0,{}
1772027248,normal,k3s-wk1,0.3212262579140285,0.5158051403388029,5.9980006664445185,6.597800733088971,0,0,0,0,0,{}
1772027248,normal,sw-wk2,0.19986012122826957,0.43741545586199215,4.462798907613402,5.994804502764271,0,0,0,0,0,{}
1772027248,normal,sw-wk3,0.20059351138674875,0.315803189203813,1983.5283918508885,1009.6362242005935,0,0,0,0,0,{}
1772027259,normal,k3s-wk1,0.3212262579140285,0.5158051403388029,5.9980006664445185,6.597800733088971,0,0,0,0,0,{}
